"Host","Parasite","ParasiteFull"
"Varanus tristis","Abbreviata antarctica","Abbreviata antarctica (Linstow, 1899)"
"Varanus varius","Abbreviata antarctica","Abbreviata antarctica (Linstow, 1899)"
"Homo sapiens","Abbreviata caucasica","Abbreviata caucasica"
"Papio anubis","Abbreviata caucasica","Abbreviata caucasica"
"Phodomalo fausti","Abbreviata kazachstanica","Abbreviata kazachstanica"
"Pisterotarsa gigantea","Abbreviata kazachstanica","Abbreviata kazachstanica"
"Tenturia gigas","Abbreviata kazachstanica","Abbreviata kazachstanica"
"Phodomalo fausti","Abbreviata turkomanica","Abbreviata turkomanica Andrushko & Markov, 1956"
"Dasyatis americana","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Dasyatis sabina","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Dasyatis say","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Myliobatis peruvianus","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Psammobatis caudispina","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Raja eglanteria","Acanthobothrium brevissime","Acanthobothrium brevissime Linton, 1908"
"Rhinobatos productus","Acanthobothrium olseni","Acanthobothrium olseni Dailey & Mudry, 1968"
"Urobatis halleri","Acanthobothrium olseni","Acanthobothrium olseni Dailey & Mudry, 1968"
"(Fish) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"(Freshwater_fish) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"(Marine_Fish) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"(Not given) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"(Salmonidae) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"(Waterfowl) ","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Abramis ballerus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Abramis bjoerkna","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Abramis brama","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Abramis sapa","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Acerina cernua","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Acerina schraetser","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Acipenser gueldenstaedti","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Acipenser ruthenus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Alburnoides bipunctatus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Alburnus alburnus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Anguilla anguilla","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Asellus aquaticus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Aspius aspius","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbatula barbatulus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbus barbus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbus barbus macedonicus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbus brachycephalus caspius","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbus petenyi","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Barbus tybernus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Blicca bjoerkna","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Carassius auratus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Carassius carassius","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Chondrostoma nasus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Chondrostoma soetta","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Cobitis taenia","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Cyprinus carpio","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Esox lucius","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gambusia affinis","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gasterosteus aculeatus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gobio gobio","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gobius niger","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gymnocephalus cernuus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Gymnocephalus schraetser","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Leuciscus cephalus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Leuciscus cephalus albus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Leuciscus idus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Leuciscus leuciscus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Lota lota","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Lucioperca lucioperca","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Lutra lutra","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Misgurnus fossilis","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Nemachilus barbatulus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Oncorhynchus mykiss","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Pelecus cultratus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Perca fluviatilis","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Perca fluviatilis macedonia","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Phoxinus phoxinus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Platichthys flesus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Pleuronectes flesus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Pomatoschistus minutus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Proterorhinus marmoratus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Pungitius pungitius","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Rutilus frisii kutum","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Rutilus pigus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Rutilus rutilus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Rutilus rutilus/Abramis bjoerkna hybrid","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Salmo gairdneri","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Salmo trutta","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Salmo trutta m. fario","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Salvelinus alpinus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Sarotherodon mossambicus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Scardinius erythrophthalmus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Silurus glanis","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Stizostedion lucioperca","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Thymallus thymallus","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Tinca tinca","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Vimba vimba","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Zingel streber","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Zingel zingel","Acanthocephalus anguillae","Acanthocephalus anguillae (Muller, 1780)"
"Rana perezi","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"Salamandra salamandra","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"Triton lobatus","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"Triton punctatus","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"Triturus cristatus","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"Triturus marmoratus","Acanthocephalus anthuris","Acanthocephalus anthuris (Dujardin, 1845)"
"(Fish) ","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Abramis brama","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Anguilla anguilla","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Asellus meridianus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Barbus tybernus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Blicca bjoerkna","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Coregonus lavaretus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Cottus gobio","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Echinogammarus pungens","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Echinogammarus stammeri","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Esox lucius","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Gadus morhua","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Gasterosteus aculeatus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Leuciscus cephalus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Leuciscus leuciscus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Perca fluviatilis","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Pungitius pungitius","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Rutilus rutilus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Salmo trutta","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Salvelinus alpinus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Scardinius erythrophthalmus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Stizostedion lucioperca","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Thymallus thymallus","Acanthocephalus clavula","Acanthocephalus clavula Dujardin, 1845"
"Alosa pseudoharengus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ambloplites rupestris","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Amia calva","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Anguilla rostrata","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Aplodinotus grunniens","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Aplodinotus simer","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Asellus intermedius","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Campostoma anomalum","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Carassius auratus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Carassius carassius","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Carpiodes velifer","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Catostomus commersoni","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Cichlasoma urophthalmus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Coregonus clupeaformis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Cottus bairdi","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Cottus cognatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Cristivomer namaycush","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Cyprinus carpio","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ericymba buccata","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Erimyzon sucetta","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Esox americanus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Esox lucius","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Etheostoma spectabile","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Etheostoma squamiceps","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Fundulus notatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ictalurus melas","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ictalurus natalis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ictalurus punctatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Ictiobus ","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lepomis cyanellus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lepomis gibbosus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lepomis macrochirus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lepomis megalotis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lirceus lineatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Lota lota","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Microgadus tomcod","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Micropterus salmoides","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Moxostoma erythrurum","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Necturus maculosus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Neogobius melanostomus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notemigonus crysoleucas","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notophthalmus viridescens","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notropis atherinoides","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notropis cornutus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notropis spilopterus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Notropis umbratilis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Oncorhynchus kisutch","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Oncorhynchus mykiss","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Oncorhynchus nerka","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Oncorhynchus tshawytscha","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Osmerus mordax","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Perca flavescens","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Phenacobius mirabilis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Pimephales notatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Pimephalus promelas","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Pomoxis annularis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Pomoxis nigromaculatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Pontoporeia affinis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Roccus chrysops","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salmo gairdneri","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salmo gairdneri irideus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salmo trutta","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salvelinus fontinalis","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salvelinus fontinalis x namaycush","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Salvelinus namaycush","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Semotilus atromaculatus","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"Stizostedion vitreum","Acanthocephalus dirus","Acanthocephalus dirus (Van Cleave, 1931)"
"(Fish) ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"(Freshwater_fish) ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"(Marine_Fish) ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"(Not given) ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"(Waterfowl) ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Abramis bjoerkna","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Abramis brama","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Abramis sapa","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Acerina cernua","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Acipenser ruthenus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Alcedo atthis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Anas querquedula","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Anguilla anguilla","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Asellus aquaticus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Aspius ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Aspius aspius","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Barbatula barbatulus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Barbus barbus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Barbus meridionalis petenyi","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Benthophilus stellatus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Blicca bjoerkna","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Carassius carassius","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Coregonus ","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Coregonus lavaretus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Coregonus lavaretus lavaretus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Cottus gobio","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Cyprinus carpio","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Delichon urbica","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Dikerogammarus haematobaphes","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Dikerogammarus haemobaphes","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Dikerogammarus villosus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Esox lucius","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gadus morhua","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gammarus balcanicus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gammarus lacustris","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gammarus (Rivulogammarus) kischineffensis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gasterosteus aculeatus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gobio gobio","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gymnocephalus cernuus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Gymnocephalus schraetser","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Ictalurus nebulosus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Lepomis gibbosus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Leuciscus cephalus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Leuciscus idus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Leuciscus leuciscus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Lota lota","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Lucioperca lucioperca","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Nemachilus barbatulus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Neogobius fluviatilis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Neogobius melanostomus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Oncorhynchus mykiss","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Osmerus eperlanus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Pelecus cultratus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Perca fluviatilis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Phoxinus percnurus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Phoxinus phoxinus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Platichthys flesus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Pomatoschistus marmoratus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Proterorhinus marmoratus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Rutilus rutilus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Salmo trutta","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Salmo trutta m. fario","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Salvelinus alpinus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Scardinius erythrophthalmus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Scardinius erythrophthalmus/Abramis brama hybrid","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Silurus glanis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Stenodus leucichthys nelma","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Stizostedion lucioperca","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Stizostedion volgensis","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Thymallus thymallus","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Tilapia nilotica","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Tinca tinca","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Umbra krameri","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"Vimba vimba","Acanthocephalus lucii","Acanthocephalus lucii (Muller, 1777)"
"(Frog) ","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"(Ranidae) ","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"(Waterfowl) ","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Anas platyrhynchos","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Anguis fragilis","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bombina bombina","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bombina variegata","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bufo ","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bufo bufo","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bufo calamita","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Bufo viridis","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Larus argentatus","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Lutra lutra","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Natrix natrix","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Notophthalmus viridescens","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana arvalis","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana dalmatina","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana esculenta","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana lessonae","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana ridibunda","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana spinosa","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Rana temporaria","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Triturus alpestris","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"Vipera berus","Acanthocephalus ranae","Acanthocephalus ranae (Schrank, 1788)"
"(Fish) ","Acanthocephalus sp.","Acanthocephalus sp."
"(Freshwater_fish) ","Acanthocephalus sp.","Acanthocephalus sp."
"(Not given) ","Acanthocephalus sp.","Acanthocephalus sp."
"Acipenser baeri","Acanthocephalus sp.","Acanthocephalus sp."
"Ambystoma talpoideum","Acanthocephalus sp.","Acanthocephalus sp."
"Anguilla rostrata","Acanthocephalus sp.","Acanthocephalus sp."
"Apalone ferox","Acanthocephalus sp.","Acanthocephalus sp."
"Asellus hilgendorfi","Acanthocephalus sp.","Acanthocephalus sp."
"Barbus barbus bocagei","Acanthocephalus sp.","Acanthocephalus sp."
"Barbus bocagei","Acanthocephalus sp.","Acanthocephalus sp."
"Bufo regularis","Acanthocephalus sp.","Acanthocephalus sp."
"Chaenogobius annularis","Acanthocephalus sp.","Acanthocephalus sp."
"Chaenogobius urotaenia","Acanthocephalus sp.","Acanthocephalus sp."
"Chanos chanos","Acanthocephalus sp.","Acanthocephalus sp."
"Clarias macrocephalus","Acanthocephalus sp.","Acanthocephalus sp."
"Cnemidophorus uniparens","Acanthocephalus sp.","Acanthocephalus sp."
"Cophosaurus texanus scitulus","Acanthocephalus sp.","Acanthocephalus sp."
"Cottus nozawae","Acanthocephalus sp.","Acanthocephalus sp."
"Cyprinus carpio","Acanthocephalus sp.","Acanthocephalus sp."
"Epinephelus malabaricus","Acanthocephalus sp.","Acanthocephalus sp."
