"Parasite.species","Host.species","best_host_name"
"Pseudocapillaria tomentosa","Lepomis cyanellus","Lepomis cyanellus"
"Pseudocapillaria tomentosa","Lepomis gibbosus","Lepomis gibbosus"
"Pseudocapillaria tomentosa","Lepomis macrochirus","Lepomis macrochirus"
"Pseudocapillaria tomentosa","Leuciscus cephalus","Squalius cephalus"
"Pseudocapillaria tomentosa","Leuciscus cephalus albus","Squalius cephalus"
"Pseudocapillaria tomentosa","Leuciscus idus","Leuciscus idus"
"Pseudocapillaria tomentosa","Leuciscus leuciscus","Leuciscus leuciscus"
"Pseudocapillaria tomentosa","Lota lota","Lota lota"
"Pseudocapillaria tomentosa","Mylopharyngodon piceus","Mylopharyngodon piceus"
"Pseudocapillaria tomentosa","Nemachilus barbatulus","Barbatula barbatula"
"Pseudocapillaria tomentosa","Neogobius gorlap","Ponticola gorlap"
"Pseudocapillaria tomentosa","Notemigonus crysoleucas","Notemigonus crysoleucas"
"Pseudocapillaria tomentosa","Pachichylon pictum","Pachychylon pictum"
"Pseudocapillaria tomentosa","Pachylinon pictum","Pachychilon pictum"
"Pseudocapillaria tomentosa","Pelecus cultratus","Pelecus cultratus"
"Pseudocapillaria tomentosa","Phoxinus phoxinus","Phoxinus phoxinus"
"Pseudocapillaria tomentosa","Pseudaspius leptocephalus","Pseudaspius leptocephalus"
"Pseudocapillaria tomentosa","Pseudorasbora parva","Pseudorasbora parva"
"Pseudocapillaria tomentosa","Pseudorasbora parva fewleri","Pseudorasbora parva"
"Pseudocapillaria tomentosa","Puntius tetrazona","Puntius tetrazona"
"Pseudocapillaria tomentosa","Rutilus rubilio","Sarmarutilus rubilio"
"Pseudocapillaria tomentosa","Rutilus rutilus","Rutilus rutilus"
"Pseudocapillaria tomentosa","Salmo trutta oxianus","Salmo trutta"
"Pseudocapillaria tomentosa","Scardinius erythrophthalmus","Scardinius erythrophthalmus"
"Pseudocapillaria tomentosa","Schizopygopsis stoliczkae","Schizopygopsis stoliczkai"
"Pseudocapillaria tomentosa","Silurus glanis","Silurus glanis"
"Pseudocapillaria tomentosa","Stizostedion volgensis","Sander volgensis"
"Pseudocapillaria tomentosa","Tinca tinca","Tinca tinca"
"Pseudocapillaria tomentosa","Tribolodon brandti","Tribolodon brandtii"
"Pseudocapillaria tomentosa","Tribolodon hakonensis","Tribolodon hakonensis"
"Pseudocapillaria tomentosa","Triplophysa stoliczkai","Triplophysa stoliczkai"
"Pseudocapillaria tomentosa","Vimba vimba","Vimba vimba"
"Pseudodelphis oligocotti","Oligocottus maculosus","Oligocottus maculosus"
"Pseudoterranova cattani","Otaria byronica","Otaria byronica"
"Pseudoterranova decipiens","Acartia sp.","Acartia sp."
"Pseudoterranova decipiens","Agonus cataphractus","Agonus cataphractus"
"Pseudoterranova decipiens","Alosa aestivalis","Alosa aestivalis"
"Pseudoterranova decipiens","Alosa fallax","Alosa fallax"
"Pseudoterranova decipiens","Alosa pseudoharengus","Alosa pseudoharengus"
"Pseudoterranova decipiens","Alteutha sp.","Alteutha sp."
"Pseudoterranova decipiens","Ameira longipes","Ameira longipes"
"Pseudoterranova decipiens","Americorchestia megalopthalma","Americorchestia megalophthalma"
"Pseudoterranova decipiens","Amphiporeia virginiana","Amphiporeia virginiana"
"Pseudoterranova decipiens","Anarhichas lupus","Anarhichas lupus"
"Pseudoterranova decipiens","Anguilla anguilla","Anguilla anguilla"
"Pseudoterranova decipiens","Anoplopoma fimbria","Anoplopoma fimbria"
"Pseudoterranova decipiens","Apeltes quadracus","Apeltes quadracus"
"Pseudoterranova decipiens","Aphos porosus","Aphos porosus"
"Pseudoterranova decipiens","Artedidraco orianae","Artedidraco orianae"
"Pseudoterranova decipiens","Artedidraco skottsbergi","Artedidraco skottsbergi"
"Pseudoterranova decipiens","Aspidophoroides monopterygius","Aspidophoroides monopterygius"
"Pseudoterranova decipiens","Aspitrigla cuculus","Chelidonichthys cuculus"
"Pseudoterranova decipiens","Atheresthes stomias","Atheresthes stomias"
"Pseudoterranova decipiens","Balaenoptera acutorostrata","Balaenoptera acutorostrata"
"Pseudoterranova decipiens","Balaenoptera musculus","Balaenoptera musculus"
"Pseudoterranova decipiens","Belone belone","Belone belone"
"Pseudoterranova decipiens","Boreogadus saida","Boreogadus saida"
"Pseudoterranova decipiens","Brosme brosme","Brosme brosme"
"Pseudoterranova decipiens","Calanus finmarchicus","Calanus finmarchicus"
"Pseudoterranova decipiens","Callionymus lyra","Callionymus lyra"
"Pseudoterranova decipiens","Callorhinus ursinus","Callorhinus ursinus"
"Pseudoterranova decipiens","Cancer borealis","Cancer borealis"
"Pseudoterranova decipiens","Caprella septentrionales","Caprella septentrionalis"
"Pseudoterranova decipiens","Centropages typicus","Centropages typicus"
"Pseudoterranova decipiens","Chaenocephalus aceratus","Chaenocephalus aceratus"
"Pseudoterranova decipiens","Chionodraco hamatus","Chionodraco hamatus"
"Pseudoterranova decipiens","Chionodraco myersi","Chionodraco myersi"
"Pseudoterranova decipiens","Chionodraco rastrospinosus","Chionodraco rastrospinosus"
"Pseudoterranova decipiens","Ciliata mustela","Ciliata mustela"
"Pseudoterranova decipiens","Clupea harengus","Clupea harengus"
"Pseudoterranova decipiens","Clupea pallasi suworowi","Clupea pallasii"
"Pseudoterranova decipiens","Coryphella sp.","Coryphella sp."
"Pseudoterranova decipiens","Coryphella sp.","Coryphella sp."
"Pseudoterranova decipiens","Cottus japonicus","Percis japonica"
"Pseudoterranova decipiens","Crangon septemspinosa","Crangon septemspinosa"
"Pseudoterranova decipiens","Cryodraco antarcticus","Cryodraco antarcticus"
"Pseudoterranova decipiens","Cyclopterus lumpus","Cyclopterus lumpus"
"Pseudoterranova decipiens","Cygnodraco mawsoni","Cygnodraco mawsoni"
"Pseudoterranova decipiens","Cystophora cristata","Cystophora cristata"
"Pseudoterranova decipiens","Danielsennia typica","Danielssenia typica"
"Pseudoterranova decipiens","Delphinapterus leucas","Delphinapterus leucas"
"Pseudoterranova decipiens","Delphinus delphis","Delphinus delphis"
"Pseudoterranova decipiens","Diastylis polita","Diastylis polita"
"Pseudoterranova decipiens","Dicentrarchus labrax","Dicentrarchus labrax"
"Pseudoterranova decipiens","Dissostichus eleginoides","Dissostichus eleginoides"
"Pseudoterranova decipiens","Dolloidraco longedorsalis","Dolloidraco longedorsalis"
"Pseudoterranova decipiens","Edotea montosa","Edotia montosa"
"Pseudoterranova decipiens","Edotea triloba","Edotea triloba"
"Pseudoterranova decipiens","Eleginus gracilis","Eleginus gracilis"
"Pseudoterranova decipiens","Eleginus navaga","Eleginus navaga"
"Pseudoterranova decipiens","Enchelyopus cimbrius","Enchelyopus cimbrius"
"Pseudoterranova decipiens","Enhydra lutris","Enhydra lutris"
"Pseudoterranova decipiens","Enhydrosoma curticauda","Enhydrosoma curticauda"
"Pseudoterranova decipiens","Epinephelus morio","Epinephelus morio"
"Pseudoterranova decipiens","Erignathus barbatus","Erignathus barbatus"
"Pseudoterranova decipiens","Erythrops sp.","Erythrops sp."
"Pseudoterranova decipiens","Eumetopias jubatus","Eumetopias jubatus"
"Pseudoterranova decipiens","Eumicrotremus spinosus","Eumicrotremus spinosus"
"Pseudoterranova decipiens","Eurytemora sp.","Eurytemora sp."
"Pseudoterranova decipiens","Fundulus heteroclitus","Fundulus heteroclitus"
"Pseudoterranova decipiens","Gadus macrocephalus","Gadus macrocephalus"
"Pseudoterranova decipiens","Gadus morhua","Gadus morhua"
"Pseudoterranova decipiens","Gadus morhua macrocephalus","Gadus morhua"
"Pseudoterranova decipiens","Gadus morhua morhua","Gadus morhua"
"Pseudoterranova decipiens","Gadus ogac","Gadus macrocephalus"
"Pseudoterranova decipiens","Gammarus sp.","Gammarus sp."
"Pseudoterranova decipiens","Gammarus annulatus","Gammarus annulatus"
"Pseudoterranova decipiens","Gammarus lawrencianus","Gammarus lawrencianus"
"Pseudoterranova decipiens","Gammarus oceanicus","Gammarus oceanicus"
"Pseudoterranova decipiens","Gammarus setosus","Gammarus setosus"
"Pseudoterranova decipiens","Gasterosteus aculeatus","Gasterosteus aculeatus"
"Pseudoterranova decipiens","Genypterus blacodes","Genypterus blacodes"
"Pseudoterranova decipiens","Genypterus brasiliensis","Genypterus brasiliensis"
"Pseudoterranova decipiens","Genypterus chilensis","Genypterus chilensis"
"Pseudoterranova decipiens","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus"
"Pseudoterranova decipiens","Gobionotothen gibberifrons","Gobionotothen gibberifrons"
"Pseudoterranova decipiens","Gymnocephalus cernuus","Gymnocephalus cernua"
"Pseudoterranova decipiens","Halectinosoma sp.","Halectinosoma sp."
"Pseudoterranova decipiens","Halichoerus grypus","Halichoerus grypus"
"Pseudoterranova decipiens","Harpagifer antarcticus","Harpagifer antarcticus"
"Pseudoterranova decipiens","Hemitripterus americanus","Hemitripterus americanus"
"Pseudoterranova decipiens","Hexagrammos otakii","Hexagrammos otakii"
"Pseudoterranova decipiens","Hippoglossoides platessoides","Hippoglossoides platessoides"
"Pseudoterranova decipiens","Hippoglossoides platessoides limandoides","Hippoglossoides platessoides"
"Pseudoterranova decipiens","Hippoglossus hippoglossus","Hippoglossus hippoglossus"
"Pseudoterranova decipiens","Hippoglossus stenolepis","Hippoglossus stenolepis"
"Pseudoterranova decipiens","Homo sapiens","Homo sapiens"
"Pseudoterranova decipiens","Hyas araneus","Hyas araneus"
"Pseudoterranova decipiens","Hyas coarctatus","Hyas coarctatus"
"Pseudoterranova decipiens","Hypomesus olidus","Hypomesus olidus"
"Pseudoterranova decipiens","Hypomesus pretiosus japonicus","Hypomesus pretiosus"
"Pseudoterranova decipiens","Idotea neglecta","Idotea neglecta"
"Pseudoterranova decipiens","Lateolabrax japonicus","Lateolabrax japonicus"
"Pseudoterranova decipiens","Lepidonotothen larseni","Nototheniops larseni"
"Pseudoterranova decipiens","Lepidonotothen nudifrons","Lindbergichthys nudifrons"
"Pseudoterranova decipiens","Lepidonotothen squamifrons","Lepidonotothen squamifrons"
"Pseudoterranova decipiens","Lepidonotus squamata","Lepidonotus squamatus"
"Pseudoterranova decipiens","Leuciscus idus","Leuciscus idus"
"Pseudoterranova decipiens","Limanda ferruginea","Limanda ferruginea"
"Pseudoterranova decipiens","Limanda limanda","Limanda limanda"
"Pseudoterranova decipiens","Liopsetta obscura","Pseudopleuronectes obscurus"
"Pseudoterranova decipiens","Liparis liparis","Liparis liparis"
"Pseudoterranova decipiens","Lipidopsetta mochigarei","Lepidopsetta mochigarei"
"Pseudoterranova decipiens","Lophius americanus","Lophius americanus"
"Pseudoterranova decipiens","Lophius budegassa","Lophius budegassa"
"Pseudoterranova decipiens","Lophius piscatorius","Lophius piscatorius"
"Pseudoterranova decipiens","Lota lota","Lota lota"
"Pseudoterranova decipiens","Lutra lutra","Lutra lutra"
"Pseudoterranova decipiens","Lycodes palearis","Lycodes palearis"
"Pseudoterranova decipiens","Lycodes vahli","Lycodes vahlii"
"Pseudoterranova decipiens","Macrostella sp.","Macrostella sp."
"Pseudoterranova decipiens","Macrozoarces americanus","Zoarces americanus"
"Pseudoterranova decipiens","Macruronus magellanicus","Macruronus magellanicus"
"Pseudoterranova decipiens","Macruronus novaezelandiae","Macruronus novaezelandiae"
"Pseudoterranova decipiens","Mallotus villosus","Mallotus villosus"
"Pseudoterranova decipiens","Marinogammarus obtusatus","Echinogammarus obtusatus"
"Pseudoterranova decipiens","Melanogrammus aeglefinus","Melanogrammus aeglefinus"
"Pseudoterranova decipiens","Menidia menidia","Menidia menidia"
"Pseudoterranova decipiens","Merluccius australis","Merluccius australis"
"Pseudoterranova decipiens","Merluccius bilinearis","Merluccius bilinearis"
"Pseudoterranova decipiens","Merluccius gayi","Merluccius gayi"
"Pseudoterranova decipiens","Merluccius merluccius","Merluccius merluccius"
"Pseudoterranova decipiens","Merluccius productus","Merluccius productus"
"Pseudoterranova decipiens","Micromesistius australis","Micromesistius australis"
"Pseudoterranova decipiens","Micromesistius poutassou","Micromesistius poutassou"
"Pseudoterranova decipiens","Microstomus pacificus","Microstomus pacificus"
"Pseudoterranova decipiens","Molva molva","Molva molva"
"Pseudoterranova decipiens","Monachus monachus","Monachus monachus"
"Pseudoterranova decipiens","Monodon monoceros","Monodon monoceros"
"Pseudoterranova decipiens","Muraenolepis microps","Muraenolepis microps"
"Pseudoterranova decipiens","Myoxocephalus aenaeus","Myoxocephalus aenaeus"
"Pseudoterranova decipiens","Myoxocephalus octodecemspinosus","Myoxocephalus octodecemspinosus"
"Pseudoterranova decipiens","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus"
"Pseudoterranova decipiens","Myoxocephalus scorpius","Myoxocephalus scorpius"
"Pseudoterranova decipiens","Mysis sp.","Mysis sp."
"Pseudoterranova decipiens","Mysis mixta","Mysis mixta"
"Pseudoterranova decipiens","Mysis stenolepis","Mysis stenolepis"
"Pseudoterranova decipiens","Neomysis americana","Neomysis americana"
"Pseudoterranova decipiens","Nezumia bairdi","Nezumia bairdii"
"Pseudoterranova decipiens","Notothenia coriiceps","Notothenia coriiceps"
"Pseudoterranova decipiens","Notothenia neglecta","Notothenia neglecta"
"Pseudoterranova decipiens","Notothenia rossi marmorata","Notothenia rossi"
"Pseudoterranova decipiens","Odobenus rosmarus","Odobenus rosmarus"
"Pseudoterranova decipiens","Oncorhynchus keta","Oncorhynchus keta"
"Pseudoterranova decipiens","Oncorhynchus masu","Oncorhynchus masou"
"Pseudoterranova decipiens","Oncorhynchus mykiss","Oncorhynchus mykiss"
"Pseudoterranova decipiens","Osmerus eperlanus","Osmerus eperlanus"
"Pseudoterranova decipiens","Osmerus eperlanus dentex","Osmerus eperlanus"
"Pseudoterranova decipiens","Osmerus eperlanus mordax","Osmerus eperlanus"
"Pseudoterranova decipiens","Osmerus mordax","Osmerus mordax"
"Pseudoterranova decipiens","Osmerus mordax dentex","Osmerus mordax"
"Pseudoterranova decipiens","Pagetopsis maculatus","Pagetopsis maculatus"
"Pseudoterranova decipiens","Pagophilus groenlandicus","Pagophilus groenlandicus"
"Pseudoterranova decipiens","Palaemonetes vulgaris","Palaemonetes vulgaris"
"Pseudoterranova decipiens","Parachaenichthys charcoti","Parachaenichthys charcoti"
"Pseudoterranova decipiens","Paracyclopina sp.","Paracyclopina sp."
"Pseudoterranova decipiens","Paradiplospinus gracilis","Paradiplospinus gracilis"
"Pseudoterranova decipiens","Parahucho perryi","Parahucho perryi"
"Pseudoterranova decipiens","Paralichthys adspersus","Paralichthys adspersus"
"Pseudoterranova decipiens","Paralichthys microps","Paralichthys microps"
"Pseudoterranova decipiens","Paralichthys olivaceus","Paralichthys olivaceus"
"Pseudoterranova decipiens","Parathalestris sp.","Parathalestris sp."
"Pseudoterranova decipiens","Peprilus triacanthus","Peprilus triacanthus"
"Pseudoterranova decipiens","Phoca fasciata","Histriophoca fasciata"
"Pseudoterranova decipiens","Phoca groenlandica","Pagophilus groenlandicus"
"Pseudoterranova decipiens","Phoca hispida","Pusa hispida"
"Pseudoterranova decipiens","Phoca vitulina","Phoca vitulina"
"Pseudoterranova decipiens","Phoca vitulina concolor","Phoca vitulina"
"Pseudoterranova decipiens","Phoca vitulina richardsi","Phoca vitulina"
"Pseudoterranova decipiens","Phocoena phocaena","Phocoena phocaena"
"Pseudoterranova decipiens","Pholis gunnellus","Pholis gunnellus"
"Pseudoterranova decipiens","Phycis chesteri","Phycis chesteri"
"Pseudoterranova decipiens","Phyllodoce sp.","Phyllodoce sp."
"Pseudoterranova decipiens","Phyllodoce sp.","Phyllodoce sp."
"Pseudoterranova decipiens","Phyllothalestris sp.","Phyllothalestris sp."
"Pseudoterranova decipiens","Platichthys flesus","Platichthys flesus"
"Pseudoterranova decipiens","Pleurogrammus azonus","Pleurogrammus azonus"
"Pseudoterranova decipiens","Pleuronectes americanus","Pseudopleuronectes americanus"
"Pseudoterranova decipiens","Pleuronectes ferrugineus","Limanda ferruginea"
"Pseudoterranova decipiens","Pleuronectes platessa","Pleuronectes platessa"
"Pseudoterranova decipiens","Podothecus sachi","Podothecus sachi"
"Pseudoterranova decipiens","Pollachius virens","Pollachius virens"
"Pseudoterranova decipiens","Psetta maxima","Scophthalmus maximus"
"Pseudoterranova decipiens","Pseudochaenichthys georgianus","Pseudochaenichthys georgianus"
"Pseudoterranova decipiens","Pseudopleuronectes americanus","Pseudopleuronectes americanus"
"Pseudoterranova decipiens","Raja radiata","Amblyraja radiata"
"Pseudoterranova decipiens","Rattus norvegicus","Rattus norvegicus"
"Pseudoterranova decipiens","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides"
"Pseudoterranova decipiens","Rhinonemus cimbrius","Enchelyopus cimbrius"
"Pseudoterranova decipiens","Salmo salar","Salmo salar"
"Pseudoterranova decipiens","Salmo trutta","Salmo trutta"
"Pseudoterranova decipiens","Salvelinus alpinus","Salvelinus alpinus"
"Pseudoterranova decipiens","Salvelinus fontinalis","Salvelinus fontinalis"
"Pseudoterranova decipiens","Salvelinus leucomaenis","Salvelinus leucomaenis"
"Pseudoterranova decipiens","Salvelinus malma","Salvelinus malma"
"Pseudoterranova decipiens","Scomber japonicus","Scomber japonicus"
"Pseudoterranova decipiens","Scophthalmus aquosus","Scophthalmus aquosus"
"Pseudoterranova decipiens","Scyliorhinus canicula","Scyliorhinus canicula"
"Pseudoterranova decipiens","Sebastes sp.","Sebastes sp."
"Pseudoterranova decipiens","Sebastes alutus","Sebastes alutus"
"Pseudoterranova decipiens","Sebastes borealis","Sebastes borealis"
"Pseudoterranova decipiens","Sebastes fasciatus","Sebastes fasciatus"
"Pseudoterranova decipiens","Sebastes marinus","Sebastes marinus"
"Pseudoterranova decipiens","Sebastes mentella","Sebastes mentella"
"Pseudoterranova decipiens","Sebastes paucispinis","Sebastes paucispinis"
"Pseudoterranova decipiens","Sebastes pinniger","Sebastes pinniger"
"Pseudoterranova decipiens","Sebastiscus marmoratus","Sebastiscus marmoratus"
"Pseudoterranova decipiens","Stizostedion lucioperca","Sander lucioperca"
"Pseudoterranova decipiens","Syngnathus rostellatus","Syngnathus rostellatus"
"Pseudoterranova decipiens","Tachidius brevicornis","Tachidius brevicornis"
"Pseudoterranova decipiens","Talorchestia megalophthalma","Americorchestia megalophthalma"
"Pseudoterranova decipiens","Taurulus bubalis","Taurulus bubalis"
"Pseudoterranova decipiens","Tautogolabrus adspersus","Tautogolabrus adspersus"
"Pseudoterranova decipiens","Theragra chalcogramma","Gadus chalcogrammus"
"Pseudoterranova decipiens","Thunnus thynnus","Thunnus thynnus"
"Pseudoterranova decipiens","Tisbe furcata","Tisbe furcata"
"Pseudoterranova decipiens","Tisbe sp.","Tisbe sp."
"Pseudoterranova decipiens","Todarodes pacificus","Todarodes pacificus"
"Pseudoterranova decipiens","Tortanus discaudata","Tortanus discaudatus"
"Pseudoterranova decipiens","Trachurus murphyi","Trachurus murphyi"
"Pseudoterranova decipiens","Trachurus symmetricus murphyi","Trachurus symmetricus"
"Pseudoterranova decipiens","Trachurus trachurus","Trachurus trachurus"
"Pseudoterranova decipiens","Trematomus bernacchii","Trematomus bernacchii"
"Pseudoterranova decipiens","Trematomus eulepidotus","Trematomus eulepidotus"
"Pseudoterranova decipiens","Trematomus hansoni","Trematomus hansoni"
"Pseudoterranova decipiens","Trematomus lepidorhinus","Trematomus lepidorhinus"
"Pseudoterranova decipiens","Trematomus loennbergi","Trematomus loennbergii"
"Pseudoterranova decipiens","Trematomus scotti","Trematomus scotti"
"Pseudoterranova decipiens","Trigla hirundo","Trigla hirundo"
"Pseudoterranova decipiens","Triglops murrayi","Triglops murrayi"
"Pseudoterranova decipiens","Unciola irradiata","Unciola irradiata"
"Pseudoterranova decipiens","Unciola irrorata","Unciola irrorata"
"Pseudoterranova decipiens","Urophycis chesteri","Phycis chesteri"
"Pseudoterranova decipiens","Urophycis chuss","Urophycis chuss"
"Pseudoterranova decipiens","Urophycis musicki","Urophycis musicki"
"Pseudoterranova decipiens","Urophycis tenuis","Urophycis tenuis"
"Pseudoterranova decipiens","Zoarces viviparus","Zoarces viviparus"
"Pseudoterranova A","Gadus morhua","Gadus morhua"
"Pseudoterranova A","Halichoerus grypus","Halichoerus grypus"
"Pseudoterranova A","Hippoglossoides platessoides","Hippoglossoides platessoides"
"Pseudoterranova A","Lycodes reticulatus","Lycodes reticulatus"
"Pseudoterranova A","Melanogrammus aeglefinus","Melanogrammus aeglefinus"
"Pseudoterranova A","Pollachius virens","Pollachius virens"
"Pseudoterranova A","Psetta maxima","Scophthalmus maximus"
"Pseudoterranova B","Boreogadus saida","Boreogadus saida"
"Pseudoterranova B","Brosme brosme","Brosme brosme"
"Pseudoterranova B","Cystophora cristata","Cystophora cristata"
"Pseudoterranova B","Gadus morhua","Gadus morhua"
"Pseudoterranova B","Halichoerus grypus","Halichoerus grypus"
"Pseudoterranova B","Hemitripterus americanus","Hemitripterus americanus"
"Pseudoterranova B","Hippoglossoides platessoides","Hippoglossoides platessoides"
"Pseudoterranova B","Hippoglossus hippoglossus","Hippoglossus hippoglossus"
"Pseudoterranova B","Molva dipterygia","Molva dypterygia"
"Pseudoterranova B","Myoxocephalus scorpius","Myoxocephalus scorpius"
"Pseudoterranova B","Phoca groenlandica","Pagophilus groenlandicus"
"Pseudoterranova B","Phoca vitulina","Phoca vitulina"
"Pseudoterranova B","Phoca vitulina richardsi","Phoca vitulina"
"Pseudoterranova B","Pollachius virens","Pollachius virens"
"Pseudoterranova B","Zalophus californianus","Zalophus californianus"
"Pseudoterranova C","Brosme brosme","Brosme brosme"
"Pseudoterranova C","Erignathus barbatus","Erignathus barbatus"
"Pseudoterranova C","Gadus morhua","Gadus morhua"
"Pseudoterranova C","Hippoglossoides platessoides","Hippoglossoides platessoides"
"Pseudoterranova C","Lycodes reticulatus","Lycodes reticulatus"
"Pseudoterranova C","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides"
"Pseudoterranova decipiens","Eumetopias jubatus","Eumetopias jubatus"
"Pseudoterranova decipiens","Leptonychotes weddelli","Leptonychotes weddellii"
"Pterygodermatites affinis","Canis latrans","Canis latrans"
"Pterygodermatites affinis","Genetta genetta","Genetta genetta"
"Pterygodermatites affinis","Vulpes vulpes","Vulpes vulpes"
"Pterygodermatites affinis","Canis aureus","Canis aureus"
"Pterygodermatites affinis","Vulpes vulpes","Vulpes vulpes"
"Pterygodermatites coloradensis","Eutamias palmeri","Tamias palmeri"
"Pterygodermatites coloradensis","Spermophilus townsendii","Urocitellus townsendii"
"Pterygodermatites hispanica","Apodemus sylvaticus","Apodemus sylvaticus"
"Pterygodermatites hispanica","Locusta migratoria","Locusta migratoria"
"Pterygodermatites nycticebi","Blatella germanica","Blatella germanica"
"Pterygodermatites nycticebi","Callithrix geoffroyi","Callithrix geoffroyi"
"Pterygodermatites nycticebi","Cebuella pygmaea","Cebuella pygmaea"
"Pterygodermatites nycticebi","Galago senegalensis","Galago senegalensis"
"Pterygodermatites nycticebi","Nycticebus coucang","Nycticebus coucang"
"Pterygodermatites nycticebi","Saguinus oedipus","Saguinus oedipus"
"Pterygodermatites nycticebi","Saimiri sciureus","Saimiri sciureus"
"Pterygodermatites peromysci","Peromyscus gossypinus","Peromyscus gossypinus"
"Pterygodermatites peromysci","Peromyscus polionotus","Peromyscus polionotus"
"Pterygodermatites peromysci","Podomys floridanus","Podomys floridanus"
"Ptilotolepis raymondi","Turdus philomelos","Turdus philomelos"
"Quadriplotriaena hypsokysta","Aeropedellus clavatus","Aeropedellus clavatus"
"Quadriplotriaena hypsokysta","Sturnella neglecta","Sturnella neglecta"
"Rabbium paradoxus","Camponotus castaneus","Camponotus castaneus"
"Raillietina australis","Dromaius novaehollandiae","Dromaius novaehollandiae"
"Raillietina australis","Pheidole sp.","Pheidole sp."
"Raillietina beveridgei","Dromaius novaehollandiae","Dromaius novaehollandiae"
"Raillietina beveridgei","Pheidole sp.","Pheidole sp."
"Raillietina bonini","Columba livia","Columba livia"
"Raillietina bonini","Columba sp.","Columba sp."
"Raillietina cesticillus","Anthicus confucii","Anthicus confucii"
"Raillietina cesticillus","Catharsius pithecius","Catharsius pithecius"
"Raillietina cesticillus","Cicindela erudata","Cylindera erudita"
"Raillietina cesticillus","Cicindela sexpunctata","Cicindela sexpunctata"
"Raillietina cesticillus","Cicindela vigintigutta","Chaetodera vigintiguttata"
"Raillietina cesticillus","Colinus virginianus","Colinus virginianus"
"Raillietina cesticillus","Columba livia","Columba livia"
"Raillietina cesticillus","Columba livia domestica","Columba livia"
"Raillietina cesticillus","Dermestes maculatus","Dermestes maculatus"
"Raillietina cesticillus","Epierus pulicarius","Epierus pulicarius"
"Raillietina cesticillus","Gallus gallus","Gallus gallus"
"Raillietina cesticillus","Gallus gallus domesticus","Gallus gallus"
"Raillietina cesticillus","Hister orientalis","Nasaltus orientalis"
"Raillietina cesticillus","Lyrurus tetrix","Lyrurus tetrix"
"Raillietina cesticillus","Meleagris gallopavo","Meleagris gallopavo"
"Raillietina cesticillus","Meleagris gallopavo domesticus","Meleagris gallopavo"
"Raillietina cesticillus","Oniticellus cinctus","Oniticellus cinctus"
"Raillietina cesticillus","Oniticellus pallipes","Euoniticellus pallipes"
"Raillietina cesticillus","Opatroides vicinus","Opatroides vicinus"
"Raillietina cesticillus","Otis tarda","Otis tarda"
"Raillietina cesticillus","Perdix perdix","Perdix perdix"
"Raillietina cesticillus","Phasianus gallus","Phasianus gallus"
"Raillietina cesticillus","Alectoris chukar","Alectoris chukar"
"Raillietina cesticillus","Gallus domesticus","Gallus domesticus"
"Raillietina cesticillus","Gallus gallus domesticus","Gallus gallus"
"Raillietina cesticillus","Meleagris gallopavo","Meleagris gallopavo"
"Raillietina cesticillus","Pavo cristatus","Pavo cristatus"
"Raillietina cesticillus","Perdix perdix","Perdix perdix"
"Raillietina cesticillus","Phasianus colchicus","Phasianus colchicus"
"Raillietina cesticillus","Tetrao urogallus","Tetrao urogallus"
"Raillietina chiltoni","Dromaius novaehollandiae","Dromaius novaehollandiae"
"Raillietina chiltoni","Pheidole sp.","Pheidole sp."
"Raillietina dromaius","Dromaius novaehollandiae","Dromaius novaehollandiae"
"Raillietina dromaius","Pheidole sp.","Pheidole sp."
"Raillietina echinobothrida","Columba livia","Columba livia"
"Raillietina echinobothrida","Columba livia domestica","Columba livia"
"Raillietina echinobothrida","Columba sp.","Columba sp."
"Raillietina echinobothrida","Coturnix coturnix","Coturnix coturnix"
"Raillietina echinobothrida","Gallus sp.","Gallus sp."
"Raillietina echinobothrida","Gallus domesticus","Gallus domesticus"
"Raillietina echinobothrida","Gallus gallus","Gallus gallus"
"Raillietina echinobothrida","Gallus gallus domesticus","Gallus gallus"
"Raillietina echinobothrida","Lyrurus tetrix","Lyrurus tetrix"
"Raillietina echinobothrida","Meleagris gallopavo domesticus","Meleagris gallopavo"
"Raillietina echinobothrida","Monomorium salmonis indicum","Monomorium salomonis"
"Raillietina echinobothrida","Numida meleagris","Numida meleagris"
"Raillietina echinobothrida","Passer domesticus niloticus","Passer domesticus"
"Raillietina echinobothrida","Pavo cristatus","Pavo cristatus"
"Raillietina echinobothrida","Perdix perdix","Perdix perdix"
"Raillietina echinobothrida","Phasianus colchicus","Phasianus colchicus"
"Raillietina echinobothrida","Pheidole fossulata","Pheidole jucunda"
"Raillietina echinobothrida","Pheidole rhombinoda","Pheidole rhombinoda"
"Raillietina echinobothrida","Tetramorium simillimum","Tetramorium simillimum"
"Raillietina echinobothrida","Tetrao urogallus","Tetrao urogallus"
"Raillietina echinobothrida","Triglyphothrix simillimum","Triglyphothrix simillimum"
"Raillietina echinobothrida","Triglyphothrix striatidens","Triglyphothrix striatidens"
"Raillietina echinobothrida","Xiphomyrmex sp.","Xiphomyrmex sp."
"Raillietina echinobothrida","Chrysolophus amherstiae","Chrysolophus amherstiae"
